filename,width,height,class,xmin,ymin,xmax,ymax
145-1450982_download-this-wallpaper-mig-29-iphone.jpg,1920,1200,Mig-29,854,692,1361,983
145-1451019_mig-29-fulcrum-russian-air-force-wallpaper-mikoyan.jpg,1920,1080,Mig-29,95,55,1897,828
1464913520-2146.jpg,1200,612,Mig-29,153,49,1066,548
1538900035-Mikoyan-Gurevich_MiG-29UPG_Fulcrum_India_-_Air_Force_JP7677166.jpg,400,300,Mig-29,1,81,398,220
1553530435-3095~1.jpg,620,464,chinook,151,46,607,317
1568339_-_main.jpg,752,423,Mig-29,176,99,577,364
1568339_-_main.jpg,752,423,Mig-29,563,166,658,267
1712778.1.jpg,620,419,Mig-29,58,104,565,355
18752012_303.jpg,700,394,Mig-29,76,32,640,375
19652117-aircraft-mig-29-on-the-airshow-batajnica-2012-in-belgrade-serbia-on-september-2-2012-.jpg,1300,861,Mig-29,116,308,1160,580
1c7a75813677d3a72043203097e00c65.jpg,2400,1597,Mig-29,48,407,2357,1530
1cda73d417a900382923d1d47d0c291f.jpg,700,397,Mig-29,2,60,688,326
2.png,830,554,Mig-29,3,32,830,525
200649_0~1.jpg,890,594,chinook,76,42,666,445
20180617adf8581277_0502~1.jpg,630,408,chinook,10,93,568,312
234626.jpg,750,538,Mig-29,99,6,660,527
25991_1460997969.jpg,1200,694,Mig-29,52,165,1118,479
278528.jpg,1152,765,Mig-29,11,87,1092,661
2d00aac0c1f8137c432d49396bc42735.jpg,640,446,Mig-29,20,114,618,304
2d00aac0c1f8137c432d49396bc42735.jpg,640,446,Iran,82,172,114,188
3-6117-iran-air-force-mikoyan-gurevich-mig-29_PlanespottersNet_944301_304bf696a9.jpg,1600,1083,Mig-29,165,331,1449,722
3-6117-iran-air-force-mikoyan-gurevich-mig-29_PlanespottersNet_944301_304bf696a9.jpg,1600,1083,Iran,655,384,703,411
3-6117-iran-air-force-mikoyan-gurevich-mig-29_PlanespottersNet_944301_304bf696a9.jpg,1600,1083,Iran,31,406,82,427
3-6117-iran-air-force-mikoyan-gurevich-mig-29_PlanespottersNet_944301_304bf696a9.jpg,1600,1083,Iran,1291,411,1329,437
3-6118-iran-air-force-mikoyan-gurevich-mig-29-fulcrum-a_PlanespottersNet_925898_50a4c490a8.jpg,1600,1083,Iran,1184,665,1231,705
3-6118-iran-air-force-mikoyan-gurevich-mig-29-fulcrum-a_PlanespottersNet_925898_50a4c490a8.jpg,1600,1083,Mig-29,231,54,1316,985
3-6118-iran-air-force-mikoyan-gurevich-mig-29-fulcrum-a_PlanespottersNet_978211_817e7d6a54.jpg,1600,1083,Mig-29,156,265,1483,746
3-6118-iran-air-force-mikoyan-gurevich-mig-29-fulcrum-a_PlanespottersNet_978211_817e7d6a54.jpg,1600,1083,Iran,291,399,353,430
325065_800.jpg,600,420,Mig-29,38,90,533,286
325065_800.jpg,600,420,Iran,122,136,135,149
325065_800.jpg,600,420,Iran,243,205,254,222
36100_Bangladesh_Air_Force_MIG-29_Landing_(8107457920).jpg,2898,1931,Mig-29,52,587,2712,1419
36100_Bangladesh_Air_Force_MIG-29_Landing_(8107457920).jpg,2898,1931,Bangladesh,687,1136,791,1228
36100_Bangladesh_Air_Force_MIG-29_Landing_(8107457920).jpg,2898,1931,Bangladesh,421,894,533,947
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141565769).jpg,2887,1930,Bangladesh,490,826,607,877
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141565769).jpg,2887,1930,Bangladesh,747,1077,843,1153
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141565769).jpg,2887,1930,Mig-29,120,457,2720,1353
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141598272).jpg,2616,1742,Mig-29,69,521,2553,1252
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141598272).jpg,2616,1742,Bangladesh,430,764,509,827
36100_Bangladesh_Air_Force_MIG-29_Landing_(8141598272).jpg,2616,1742,Bangladesh,680,1004,773,1077
36876357440_91c449d684_b.jpg,917,437,Mig-29,97,5,907,327
36a301c2cb510454a1cbc69e1b13.jpg,834,556,Mig-29,70,76,769,448
37100_1509805697.jpg,1500,1021,Mig-29,96,263,1436,781
3SNUPV5OTJF2BHKQBFJNB7WFGU.jpg,1200,761,Mig-29,381,154,1125,554
3SNUPV5OTJF2BHKQBFJNB7WFGU.jpg,1200,761,Mig-29,121,244,358,453
41093695_303.jpg,700,394,Mig-29,105,25,563,334
44590203811_113875f9a9_b.jpg,1024,576,Mig-29,281,102,947,410
45087011-moscow-russia-aug-2015-fighter-aircraft-mig-29-fulcrum-presented-at-the-12th-maks-2015-international.jpg,1300,863,Mig-29,95,238,1251,670
50715_1460966500.jpg,1200,694,Mig-29,79,177,1149,538
50715_1460966500.jpg,1200,694,Iran,552,368,581,395
50715_1460966500.jpg,1200,694,Iran,975,279,1021,310
509037dc22669b70f76505058844b811.jpg,800,532,Mig-29,16,77,783,427
51245_1545137676.jpg,1200,819,Mig-29,54,173,1181,571
51245_1545137676.jpg,1200,819,Bangladesh,189,311,234,336
51245_1545137676.jpg,1200,819,Bangladesh,316,427,354,463
51aNGc86YeL._SX679_.jpg,679,257,Mig-29,61,7,636,243
51_Blue_Mikoyan_Mig-29_Russian_Air_Force_(7985354506).jpg,2304,1536,Mig-29,81,318,2249,1135
52995403_304700933439815_2430656244894138368_o~1.jpg,770,433,chinook,73,85,587,307
545d4c0481a7d81.jpg,750,500,Mig-29,59,131,731,366
54b88a0d603d5a75428eb002af65888d_900.jpg,900,600,Mig-29,35,30,754,561
56b746e07b809_02Mig-29YUG.jpg.33ac3b1512265aab7611f0d3cb7d4227.jpg,1000,563,Mig-29,82,90,855,353
56b746f455354_05Mig-29YUG.jpg.77d76e9e8e25b7c01788382257c15ed9.jpg,1000,563,Mig-29,88,128,929,376
56b746f455354_05Mig-29YUG.jpg.77d76e9e8e25b7c01788382257c15ed9.jpg,1000,563,Mig-29,516,30,738,91
58205eed5124c9df13a5103b.jpg,800,514,chinook,92,68,545,361
59b98d8a9803c523008b58ee.jpg,1067,800,Mig-29,42,63,955,531
59d3680afc7e93ec3c8b4567.jpg,790,444,Mig-29,69,19,721,432
59ea4a04fc7e933f4c8b4567.jpg,790,444,Mig-29,44,66,611,287
5a2518d018c7731e6444a8ca.jpg,1200,707,F-35 Lightning,71,51,1161,659
5bb72749fc7e93063f8b45e9.jpg,900,506,Mig-29,45,87,744,408
5cacdad5c6cc50699e1b0daf.jpg,962,481,F-35 Lightning,28,248,790,441
5d010fdf6fc9205a0f1f18b6.jpg,1000,500,F-35 Lightning,80,82,406,387
5d010fdf6fc9205a0f1f18b6.jpg,1000,500,F-35 Lightning,467,58,830,402
5df9c75918c773270cfcbc58.jpg,750,422,F-35 Lightning,33,97,723,359
619376~1.jpg,1400,952,chinook,31,140,1382,842
619376~1.jpg,1400,952,iran,1171,205,1265,306
624554-16559-42-720.jpg,1080,743,Mig-29,82,157,1069,580
62bbe03ec93d3fb61bdb70a5bb7ff0fb.jpg,1024,689,Mig-29,17,31,1024,602
63984_1509224951.jpg,1200,819,Mig-29,56,109,1138,670
6826995352_108068bf72_c.jpg,800,543,Mig-29,46,147,704,398
69-polish-air-force-mig-29-fulcrum-blitz-photos.jpg,900,600,Mig-29,307,105,851,378
6ef6df9ec434370632627a7433e07520.jpg,960,662,Mig-29,17,25,942,638
7-12-692x390-1-660x372.jpg,660,372,Mig-29,8,15,655,360
70c60a5d12873ffec985fbf2ef818375.jpg,1080,1080,Mig-29,12,128,1061,519
73894e4d490a463bb7419f7e2e939ee0_18.jpg,800,450,Mig-29,32,160,734,402
760893-758334-chinook~1.jpg,788,489,chinook,148,51,613,275
76166_1529424274.jpg,1280,869,Mig-29,44,253,1247,675
7d37c3604810be84f200b55199e1dce8.jpg,474,474,Mig-29,7,105,474,339
7f828c0d89aa6c9b646b056b7abfdd8b_900.jpg,900,675,Mig-29,61,209,868,511
800.jpg,800,523,Mig-29,45,109,497,270
800.jpg,800,523,Mig-29,267,147,625,410
835209-mig-295-russia.jpg,970,545,Mig-29,40,160,903,505
86715421-slovak-air-force-mig-29.jpg,1300,866,Mig-29,141,46,1175,762
88b5ac4a2041712ceb5a5c26ece5bc09-700.jpg,1244,700,Mig-29,160,10,1093,655
8b377c4171cba2891464807e74b387f4-saf_mig-29.jpg,1100,745,Mig-29,57,219,1061,526
90993d851b34d33860457dcd572f8791~1.jpg,800,456,chinook,60,30,654,455
912a3b680d0301b423b973d905d57211.jpg,1500,1013,Mig-29,104,210,1470,645
92140_1341670841~1.jpg,1200,819,chinook,26,99,1179,671
92140_1341670841~1.jpg,1200,819,iran,1005,227,1104,300
982382.jpg,1450,986,Mig-29,36,135,1426,616
9a3b77b1a88abda9226e9a3c16368de0.jpg,800,533,Mig-29,108,8,715,470
a7b812614f709dc01fee7cbf1dd83e7d.jpg,800,505,Mig-29,35,236,365,364
a7b812614f709dc01fee7cbf1dd83e7d.jpg,800,505,Mig-29,438,274,634,346
air-force-day--mig-29-gets-upgrade--gains-in-lethality--ferocity-2018-10-07.jpg,1000,800,Mig-29,43,159,645,693
air-force-day--mig-29-gets-upgrade--gains-in-lethality--ferocity-2018-10-07.jpg,1000,800,Mig-29,528,429,810,707
air-force-day--mig-29-gets-upgrade--gains-in-lethality--ferocity-2018-10-07.jpg,1000,800,Mig-29,628,193,805,360
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Mig-29,234,395,1045,857
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Mig-29,154,20,1073,529
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Iran,449,455,491,482
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Iran,711,688,735,712
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Iran,434,129,474,163
air-force-day-mig-29-gets-upgrade-gains-in-lethality-ferocity.jpg,1200,900,Iran,713,382,734,409
AP_17173538721559_2~1.jpg,700,425,chinook,12,36,465,386
article_5c18c7a126e209_72387979.jpg,973,493,Mig-29,56,61,944,391
article_5c18c7a126e209_72387979.jpg,973,493,Barma,785,147,842,196
article_5c64925f1e29e0_69587280.png,2077,1084,Mig-29,1111,207,2077,542
article_5c64925f1e29e0_69587280.png,2077,1084,Su-30,53,334,1383,820
article_5d398a6510b4d5_76892307.jpg,2539,1376,Mig-29,191,246,2396,1108
article_5db1f93b501596_19762544.jpg,995,583,Mig-29,65,76,934,459
avmig29_1.jpg,600,422,Mig-29,29,10,561,400
azerbaija_1564039544.jpg,631,376,Mig-29,40,164,422,288
azerbaija_1564039544.jpg,631,376,Mig-29,523,222,594,264
bangladesh-air-force-mig-29-1684083.jpg,4577,2499,Mig-29,525,518,4075,2104
bangladesh-air-force-mig-29-1684083.jpg,4577,2499,Bangladesh,1535,1494,1638,1601
bangladesh-air-force-mig-29-1684083.jpg,4577,2499,Bangladesh,1281,1118,1375,1164
bangladesh-air-force-mig-29-1684341.jpg,2740,1606,Mig-29,499,567,983,1065
bangladesh-air-force-mig-29-1684341.jpg,2740,1606,Mig-29,1323,565,1634,849
bangladesh-air-force-mig-29-1684341.jpg,2740,1606,Mig-29,1921,520,2203,757
bangladesh-air-force-mig-29-multi-role-combat-aircraft-video.jpg,640,428,Mig-29,67,36,593,245
bangladesh-air-force-mig-29-multi-role-combat-aircraft-video.jpg,640,428,Bangladesh,431,175,451,196
bangladesh-air-force-mig-29-multi-role-combat-aircraft-video.jpg,640,428,Bangladesh,481,94,507,111
bangladesh-air-force-upgrading-mig-29-fleet.jpg,960,640,Mig-29,414,238,872,495
Bangladesh_Air_Force_MiG-29_(5).png,1400,933,Mig-29,240,92,1117,772
Bangladesh_Air_Force_MiG-29_(5).png,1400,933,Bangladesh,551,199,583,227
Bangladesh_Air_Force_MiG-29_(5).png,1400,933,Bangladesh,564,695,588,724
Bangladesh_Air_Force_MiG-29_(5).png,1400,933,Bangladesh_Air_Force,1224,25,1368,193
Beast-Mode.jpg,706,475,F-35 Lightning,23,61,676,427
Boeing-CH-47-Chinook-Military-Helicopter-1480x650~1.jpg,1480,650,chinook,35,4,1447,411
Boeing-Chinook~1.jpg,875,583,chinook,248,221,729,440
Boeing-receives-2766M-contract-for-CH-47-Chinook-upgrades~1.jpg,975,648,chinook,95,85,832,382
BR190040165-1.jpg,800,460,F-35 Lightning,31,139,769,434
Bulgarian_mig-29_(altered).jpg,1614,919,Mig-29,60,102,1586,684
c1942307b99d4022358ba6f94da5f66d~1.jpg,2100,1500,chinook,640,31,1996,780
C3gMFhMXUAAPAXX.jpg,768,512,Mig-29,151,97,621,323
C3gMFhMXUAAPAXX.jpg,768,512,Mig-29,345,344,663,492
C7EFFDDA5BGHRAFFM4L2LAHGSY.jpg,1200,800,F-35 Lightning,49,101,1133,702
C837B37C-320B-465E-A99D-BDEB61FD7C0F_w408_r1_s.jpg,408,230,Mig-29,144,54,371,194
cag-finds-flaws-in-acquisition-of-apache-chinook-helicopters.jpg,640,480,chinook,58,77,593,427
Canada-departs-UN-peacekeeping-mission-in-Mali~1.jpg,654,437,chinook,48,39,587,330
cd48029photo.jpg,700,419,Mig-29,92,87,627,319
CH-47 Chinook helicopter.jpg,968,645,chinook,210,124,846,461
CH-47-Chinook-Helicopter~1.jpg,1300,867,chinook,412,238,847,706
CH-47-Chinook-Helicopter~1.jpg,1300,867,black hawk,11,449,362,628
CH-47-Chinook-Helicopter~1.jpg,1300,867,black hawk,817,479,1111,646
CH-47-lifts-Humvee~1.jpg,1000,667,chinook,133,151,783,448
CH-47-lifts-Humvee~1.jpg,1000,667,HMMWV,313,491,510,632
CH-47A-02~1.jpg,720,497,chinook,47,86,668,418
ch-47d-chinook_001~1.jpg,1200,800,chinook,158,75,1010,434
ch-47d-chinook_001~1.jpg,1200,800,HMMWV,377,480,855,738
CH-47F-Boeing~1.jpg,640,426,chinook,170,142,476,313
ch-47f-chinook-helicopter-4201067-1170x610~1.jpg,1170,610,chinook,509,145,936,465
CH-47F-Chinooks-US-Army~1.jpg,1280,720,chinook,104,196,393,510
CH-47F-Chinooks-US-Army~1.jpg,1280,720,chinook,601,310,770,476
CH-47F-Chinooks-US-Army~1.jpg,1280,720,chinook,709,119,1171,619
CH-47_Chinook_helicopter_flyby~1.jpg,1954,1232,chinook,84,210,1729,1183
CH-47_Iran_Air_Force_Esfahan_March_2011.jpg,1016,681,chinook,21,93,997,531
CH-47_Iran_Air_Force_Esfahan_March_2011.jpg,1016,681,iran,103,156,205,211
CH47-chinook-afghanistan-1800~1.jpg,621,414,chinook,197,62,459,255
ch47f-chinook-helicoptors-2461.jpg,980,551,chinook,163,210,826,480
ch47f-chinook-helicoptors-2461.jpg,980,551,chinook,839,305,980,430
ch47f-chinook-helicoptors-2469.jpg,980,551,chinook,36,7,697,544
CH47_On_The_Water~1.jpg,655,429,chinook,117,32,529,330
chinook-660_032519015906~1.jpg,660,450,chinook,128,131,541,398
Chinook-at-RDD.jpg,700,304,chinook,145,82,608,283
chinook-auction1~1.jpg,400,300,chinook,28,51,372,223
chinook-c_1522834644~1.jpg,631,376,chinook,181,75,604,356
chinook-flight-260nw-2415236.jpg,391,280,chinook,27,35,361,223
chinook-fuselage~1.jpg,735,413,chinook,135,114,661,335
chinook-fuselage~1.jpg,735,413,chinook,413,358,651,412
chinook-helicopter-on-military-airbase-260nw-96859321.jpg,365,280,chinook,22,88,93,136
chinook-helicopter-on-military-airbase-260nw-96859321.jpg,365,280,chinook,159,54,278,148
chinook-helicopter.jpg,480,300,chinook,54,94,399,247
chinook-on-oil-rig~1.jpg,321,400,chinook,3,224,297,335
Chinook-Pic-e1557252546833.jpg,1157,607,chinook,489,164,872,586
chinook_1562616404572.jpg,600,338,chinook,152,30,512,311
Chinook_2018_TheRecordist_Sqr~1.jpg,640,640,chinook,28,175,606,480
Chinook_710x400xt~1.jpg,710,400,chinook,50,274,242,345
Chinook_710x400xt~1.jpg,710,400,chinook,262,111,656,399
Chinook_hc2_za682_arp~1.jpg,2186,1343,chinook,275,121,2029,1094
chinook_iaf~1.jpg,769,432,chinook,165,59,671,378
chinook_m777_20170713ran8538476_257~1.jpg,472,293,chinook,117,28,358,186
chinook_mk3_crown_copyright~1.jpg,442,293,chinook,2,18,356,293
Chinook_Releases_Flares_over_Afghanistan_MOD_45149667~1.jpg,4367,2400,chinook,730,273,3899,1923
chinook_u_1540016050~1.jpg,631,376,chinook,32,152,585,368
chinook_u_1540016050~1.jpg,631,376,chinook,222,27,428,131
chinook_u_1540016050~1.jpg,631,376,HMMWV,279,183,352,232
chinook~1.jpg,1200,630,chinook,230,61,1016,480
chinook~2.jpg,800,500,chinook,87,43,588,237
chinook~2.jpg,800,500,chinook,62,175,699,467
cover_5a45e6f288a6d3_53412772.jpg,960,630,Mig-29,66,138,824,542
CPT12207965~1.jpg,1024,629,chinook,6,13,644,468
CU-Chinook-1~1.jpg,4032,3024,chinook,865,963,3203,2483
CUZPS5GKZJELPLCACPH5CVL74U.jpg,1200,857,F-35 Lightning,439,107,1136,772
D-7-2ZXXoAACAhR-770x433.jpg,770,433,chinook,195,113,574,311
d1ff3e4c148a9811b540fd464cb288b4.jpg,900,600,Mig-29,68,62,823,481
D7RVDQNMHFDEDM4LYXFJQ37XVU.jpg,1400,932,chinook,212,167,1278,806
dc-Cover-u0b349upqugfio195s4lpk8144-20190220145549.Medi.jpg,800,448,Mig-29,50,30,766,418
defense-large.jpg,710,325,F-35 Lightning,158,230,455,325
defense-large.jpg,710,325,F-35 Lightning,281,154,529,232
defense-large.jpg,710,325,F-35 Lightning,400,107,646,176
defense-large.jpg,710,325,F-35 Lightning,467,42,710,87
demo3-Screen-Shot-2014-09-09-at-16-1.jpg,900,700,Mig-29,22,74,861,500
depositphotos_220493708-stock-photo-united-kingdom-fairford-2018-chinook~1.jpg,1600,1167,chinook,164,122,1326,1033
Dku4K1AX4AI_wMU-o-1170x610~1.jpg,1170,610,chinook,233,231,594,398
Dku4K1AX4AI_wMU-o-1170x610~1.jpg,1170,610,chinook,889,288,1005,361
Dku4K1AX4AI_wMU-o-1170x610~1.jpg,1170,610,chinook,1059,306,1116,355
download~1.jpg,276,183,chinook,42,38,226,141
dsc_0015cr.jpg,2200,1080,Mig-29,47,110,2023,1002
DWAMZXWVQVHZFCKNUEP5GXGENM.jpg,1200,675,F-35 Lightning,25,71,716,634
e6a64f0d649a4470715a7b87eacaebed.jpg,640,640,Mig-29,78,283,579,438
e711a2-mig-29.jpg,650,365,Mig-29,26,14,407,184
e711a2-mig-29.jpg,650,365,Mig-29,444,23,611,124
e711a2-mig-29.jpg,650,365,Mig-29,186,143,579,303
ELOP64HO6ZDNPGFUVHDJB4ESEY.jpg,1200,811,F-35 Lightning,69,285,577,511
ELOP64HO6ZDNPGFUVHDJB4ESEY.jpg,1200,811,F-35 Lightning,597,237,1037,550
F-22-and-F-35-1200x650.jpg,1200,650,F-22 Raptor,123,203,938,567
F-22-and-F-35-1200x650.jpg,1200,650,F-35 Lightning,559,12,924,162
f-22-us-air-force_73350.jpg,640,399,F-35 Lightning,64,14,640,319
F-22-vs-F-35.jpg,1280,720,F-35 Lightning,137,388,1046,665
F-22-vs-F-35.jpg,1280,720,F-22 Raptor,81,5,1110,297
F-22.jpg,1200,699,F-22 Raptor,73,55,1096,675
F-22s-F-35s-fly-together-141105-F-XC395-173-1024x682.jpg,1024,682,F-22 Raptor,438,169,819,307
F-22s-F-35s-fly-together-141105-F-XC395-173-1024x682.jpg,1024,682,F-22 Raptor,601,58,898,189
F-22s-F-35s-fly-together-141105-F-XC395-173-1024x682.jpg,1024,682,F-35 Lightning,51,445,535,610
F-22s-F-35s-fly-together-141105-F-XC395-173-1024x682.jpg,1024,682,F-35 Lightning,339,297,718,452
F-35+plane.jpg,640,400,F-35 Lightning,24,142,631,348
F-35-001-W1.jpg,800,320,F-35 Lightning,30,33,759,227
F-35-1024x511.jpg,1024,511,F-35 Lightning,92,41,893,459
f-35-beaufort.jpg,991,557,F-35 Lightning,64,172,927,504
F-35-contract.jpg,900,568,F-35 Lightning,103,143,451,254
F-35-contract.jpg,900,568,F-35 Lightning,209,263,732,412
F-35-contract.jpg,900,568,F-35 Lightning,500,171,800,279
F-35-copy.jpg,1920,1280,F-35 Lightning,738,274,1458,999
F-35-first-take-off-677x437.jpg,677,437,F-35 Lightning,209,168,416,284
F-35-ideal-angle-vapor-trails-820x450.jpg,820,450,F-35 Lightning,260,25,729,414
f-35-lightning-720x300.jpg,720,300,F-35 Lightning,96,15,687,293
F-35-Lightning-II-formation-1800.jpg,621,414,F-35 Lightning,50,94,138,154
F-35-Lightning-II-formation-1800.jpg,621,414,F-35 Lightning,240,144,388,266
F-35-Lightning-II-formation-1800.jpg,621,414,F-35 Lightning,500,82,581,148
f-35-pentagon-shutterstock-img.jpg,1440,907,F-35 Lightning,142,126,1315,736
f-35-plane.jpg,1086,776,F-35 Lightning,40,38,1070,630
f-35-raaf_2.jpg,1200,527,F-35 Lightning,20,43,1120,465
f-35-raaf_2.jpg,1200,527,F-18,113,5,700,185
f-35-raaf_2.jpg,1200,527,F-18,650,47,1015,179
F-35-Rear-Burner-1440x440.jpg,1440,440,F-35 Lightning,125,14,1320,426
f-35-social-05.jpg,750,375,F-35 Lightning,31,57,281,258
f-35-social-05.jpg,750,375,F-35 Lightning,311,54,482,223
f-35-social-05.jpg,750,375,F-35 Lightning,538,47,720,264
F-35-speed.jpg,1170,788,F-35 Lightning,42,187,1113,590
f-35-stealth.jpg,2000,1333,F-35 Lightning,796,62,1915,1261
F-35-with-open-weapons-bays-1024x805.jpg,1024,805,F-35 Lightning,44,117,980,669
f-35.afp_.jpg,1400,933,F-35 Lightning,263,264,1327,833
f-35.jpg,1200,550,F-35 Lightning,194,10,1160,550
f-35A-3696636-1170x610.jpg,1170,610,F-35 Lightning,38,92,1142,420
F-35A-External-JDAMs-Test.jpg,752,501,F-35 Lightning,144,122,592,377
f-35a-lightning-ii-for-maintenance-at-eglin-air-fo_77198.jpg,970,550,F-35 Lightning,2,121,655,532
f-35a.jpg,799,533,F-35 Lightning,66,79,755,371
F-35A_flight_(cropped)_1.jpg,1772,1271,F-35 Lightning,162,73,1714,1172
f-35_.jpg,955,500,F-35 Lightning,5,111,955,405
F-35_Lightning-1.jpg,2100,1500,F-35 Lightning,189,308,2025,1177
F-35_RCS_Test03A.jpg,640,430,F-35 Lightning,91,25,606,243
f-35_web--2-thumb-large.jpg,960,598,F-35 Lightning,67,104,862,514
f204dac8612e96b7b220b77ede65e050.jpg,586,393,Mig-29,33,90,557,303
f204dac8612e96b7b220b77ede65e050.jpg,586,393,Iran,489,146,512,156
f2ff60b9cf66ff004f02d6f7a2f881d3~1.jpg,1024,683,chinook,87,104,920,575
F35 on HMS QE Portsmouth pic 1 CREDIT Royal Navy.jpg,800,450,F-35 Lightning,62,92,776,386
f35-1.jpg,800,576,F-35 Lightning,86,154,681,404
F35-2018-DerekHeyes-7.jpg,4592,3061,F-35 Lightning,582,312,4039,2035
f35-jet.jpg,968,681,F-35 Lightning,130,3,786,671
F35.jpg,800,500,F-35 Lightning,59,51,799,463
F35A-poland-1800.jpg,621,414,F-35 Lightning,9,149,619,399
F35A-red-flag-1800.jpg,621,414,F-35 Lightning,98,106,594,329
f35a2609.jpg,800,523,F-35 Lightning,311,116,700,438
f35bs_raf_marham_flight_line.jpg,442,293,F-35 Lightning,3,57,193,237
f35bs_raf_marham_flight_line.jpg,442,293,F-35 Lightning,151,75,288,200
f35bs_raf_marham_flight_line.jpg,442,293,F-35 Lightning,276,98,420,210
F35C-flight-line-1800.jpg,621,414,F-35 Lightning,18,186,236,275
F35C-flight-line-1800.jpg,621,414,F-35 Lightning,5,139,620,408
F35DemoPilotLastFlight_30.jpg,1024,717,F-35 Lightning,38,35,1006,677
f35s1010.jpg,800,535,F-35 Lightning,22,189,387,357
f35s1010.jpg,800,535,F-35 Lightning,215,122,764,348
f35_web-thumb-large.jpg,960,600,F-35 Lightning,20,247,179,358
f35_web-thumb-large.jpg,960,600,F-35 Lightning,1,75,129,194
f35_web-thumb-large.jpg,960,600,F-35 Lightning,131,124,291,237
fa2013-2001-01~1.jpg,4256,2832,chinook,890,161,3571,2489
facts-and-figures-about-the-f-35-fighter-jets-136428994508702601-180818090031.jpg,3486,1961,F-35 Lightning,243,776,1490,1136
facts-and-figures-about-the-f-35-fighter-jets-136428994508702601-180818090031.jpg,3486,1961,F-35 Lightning,1148,1169,2650,1604
facts-and-figures-about-the-f-35-fighter-jets-136428994508702601-180818090031.jpg,3486,1961,F-35 Lightning,1303,489,2378,804
facts-and-figures-about-the-f-35-fighter-jets-136428994508702601-180818090031.jpg,3486,1961,F-35 Lightning,2385,449,3250,681
file-20170530-23718-wvqgj1.jpg,1200,1200,F-35 Lightning,110,272,1200,989
fly1.jpg,640,350,Mig-29,45,7,592,298
fly1.jpg,640,350,Mig-29,55,196,116,267
fp19-08425-0158-markings-removed__main.jpg,700,479,F-35 Lightning,27,19,639,453
fransa chinook 2~1.jpg,1333,816,chinook,397,70,1299,466
fransa chinook 2~1.jpg,1333,816,chinook,77,309,1126,725
fulcrum4.jpg,620,364,Mig-29,23,15,586,240
F_35_missile_launch_23_Sept_2019.5d88d53feffc3.jpg,500,281,F-35 Lightning,84,51,390,161
gdr-mig-29nva_1.jpg,1020,400,Mig-29,38,60,973,331
GettyImages-1004354284.jpg,1500,1000,F-35 Lightning,5,3,1500,973
